249 4 3
500 30 10
15.0 25.0 30.0
190	 -8000.00	  8000.00	   75    1
191	 -31500.00	 -7000.00	   94    1
192	 25500.00	 -38500.00	   89    1
193	 -19500.00	 30500.00	   13   12
194	  2500.00	 48500.00	   19   12
195	 -27500.00	 19500.00	   19   12
196	 35000.00	 -7000.00	   90    1
197	     0.00	 47500.00	   35    1
198	 -22500.00	  3500.00	   76    1
199	 19000.00	 -12000.00	    3   23
200	 25000.00	 -18500.00	   11   12
201	 29500.00	 35500.00	   98    1
202	 -36500.00	 -48000.00	   92    1
203	 -14500.00	 36000.00	    1  123
204	 -23500.00	  6000.00	    2  123
205	 -44000.00	 -30500.00	   63    1
206	 -44000.00	 18000.00	   57    1
207	 -23000.00	 -1500.00	   50    1
208	 13000.00	 -18500.00	   19   12
209	 -19500.00	 -33500.00	   24   12
210	 46000.00	 13500.00	   14   12
211	 -40000.00	 -15500.00	   18   12
212	 46500.00	 -25000.00	   77    1
213	 -10000.00	 -2500.00	   28   12
214	 -11000.00	 36500.00	   72    1
215	 -2000.00	 -3500.00	   49    1
216	 27000.00	 -24000.00	   58    1
217	 -35000.00	 19500.00	   84    1
218	 27000.00	 -41000.00	   58    1
219	 14500.00	 20500.00	   41    1
220	 -43500.00	 25500.00	   98    1
221	 -48000.00	 -18000.00	   77    1
222	 24500.00	  4000.00	   57    1
223	 -2500.00	 27000.00	   39    1
224	 -13000.00	 21500.00	   99    1
225	 -5500.00	 30000.00	   83    1
226	 20000.00	 30500.00	   54    1
227	 41000.00	 17500.00	   86    1
228	 -46000.00	  6000.00	    2  123
229	 -46500.00	 -43000.00	   14   12
230	 -33000.00	 31500.00	   42    1
231	 -36000.00	 -43500.00	   14   12
232	 -28500.00	 -42000.00	   55    1
233	 11500.00	 26000.00	    2  123
234	 -28000.00	 -31000.00	   18   12
235	 -9500.00	 29500.00	   17   12
236	 31500.00	 -7000.00	   22   12
237	 -6500.00	 19000.00	   28    2
238	 -9500.00	 43500.00	    3  123
239	 22000.00	 -42000.00	   96    1
240	 49000.00	 -8500.00	   53    1
241	 -8000.00	 31000.00	   15   12
242	  1500.00	 33000.00	   36    1
243	 13000.00	 11000.00	   98    1
244	 -19000.00	 -40500.00	   78    1
245	 35000.00	 -40000.00	   92    1
246	  8500.00	 -17500.00	   65    1
247	 48000.00	 -41500.00	   64    1
248	 -38500.00	 40000.00	   43    1
249	 -7000.00	 22000.00	   50    1
250	 37500.00	     0.00	   1   1   1
251	     0.00	 37500.00	   1   1   1
252	 -37500.00	     0.00	   1   1   1
253	     0.00	 -37500.00	   1   1   1
