NodeID,Xposition,Yposition
181,2100.000000,1650.000000
182,800.000000,-4050.000000
183,-3900.000000,2650.000000
184,2650.000000,-4000.000000
185,-2300.000000,-1300.000000
186,-1250.000000,-2700.000000
187,3450.000000,-2300.000000
188,0.000000,-3900.000000
189,-4200.000000,3700.000000
190,-800.000000,800.000000
191,-3150.000000,-700.000000
192,2550.000000,-3850.000000
193,-1950.000000,3050.000000
194,250.000000,4850.000000
195,-2750.000000,1950.000000
196,3500.000000,-700.000000
197,0.000000,4750.000000
198,-2250.000000,350.000000
199,1900.000000,-1200.000000
200,2500.000000,-1850.000000
201,2950.000000,3550.000000
202,-3650.000000,-4800.000000
203,-1450.000000,3600.000000
204,-2350.000000,600.000000
205,-4400.000000,-3050.000000
206,-4400.000000,1800.000000
207,-2300.000000,-150.000000
208,1300.000000,-1850.000000
209,-1950.000000,-3350.000000
210,4600.000000,1350.000000
211,-4000.000000,-1550.000000
212,4650.000000,-2500.000000
213,-1000.000000,-250.000000
214,-1100.000000,3650.000000
215,-200.000000,-350.000000
216,2700.000000,-2400.000000
217,-3500.000000,1950.000000
218,2700.000000,-4100.000000
219,1450.000000,2050.000000
220,-4350.000000,2550.000000
221,-4800.000000,-1800.000000
222,2450.000000,400.000000
223,-250.000000,2700.000000
224,-1300.000000,2150.000000
225,-550.000000,3000.000000
226,2000.000000,3050.000000
227,4100.000000,1750.000000
228,-4600.000000,600.000000
229,-4650.000000,-4300.000000
230,-3300.000000,3150.000000
231,-3600.000000,-4350.000000
232,-2850.000000,-4200.000000
233,1150.000000,2600.000000
234,-2800.000000,-3100.000000
235,-950.000000,2950.000000
236,3150.000000,-700.000000
237,-650.000000,1900.000000
238,-950.000000,4350.000000
239,2200.000000,-4200.000000
240,4900.000000,-850.000000
241,-800.000000,3100.000000
242,150.000000,3300.000000
243,1300.000000,1100.000000
244,-1900.000000,-4050.000000
245,3500.000000,-4000.000000
246,850.000000,-1750.000000
247,4800.000000,-4150.000000
248,-3850.000000,4000.000000
249,-700.000000,2200.000000
250,3500.000000,0.000000
251,2000.000000,4000.000000
252,2000.000000,-4000.000000
253,-3000.000000,1000.000000
254,-3000.000000,-1000.000000
